img1,img2,good,bad,cIdx,goodCount,badCount
https://anonymouslink/folder/160_1.png,https://anonymouslink/folder/160_2.png,https://anonymouslink/folder/160_1.png,https://anonymouslink/folder/160_2.png,160,1.0,0.0
https://anonymouslink/folder/161_1.png,https://anonymouslink/folder/161_2.png,https://anonymouslink/folder/161_2.png,https://anonymouslink/folder/161_1.png,161,1.0,0.0
https://anonymouslink/folder/164_1.png,https://anonymouslink/folder/164_2.png,https://anonymouslink/folder/164_2.png,https://anonymouslink/folder/164_1.png,164,3.0,0.0
https://anonymouslink/folder/16_1.png,https://anonymouslink/folder/16_2.png,https://anonymouslink/folder/16_2.png,https://anonymouslink/folder/16_1.png,16,1.0,0.0
https://anonymouslink/folder/170_1.png,https://anonymouslink/folder/170_2.png,https://anonymouslink/folder/170_2.png,https://anonymouslink/folder/170_1.png,170,3.0,0.0
https://anonymouslink/folder/171_1.png,https://anonymouslink/folder/171_2.png,https://anonymouslink/folder/171_2.png,https://anonymouslink/folder/171_1.png,171,3.0,0.0
https://anonymouslink/folder/175_1.png,https://anonymouslink/folder/175_2.png,https://anonymouslink/folder/175_2.png,https://anonymouslink/folder/175_1.png,175,3.0,0.0
https://anonymouslink/folder/176_1.png,https://anonymouslink/folder/176_2.png,https://anonymouslink/folder/176_1.png,https://anonymouslink/folder/176_2.png,176,3.0,0.0
https://anonymouslink/folder/177_1.png,https://anonymouslink/folder/177_2.png,https://anonymouslink/folder/177_2.png,https://anonymouslink/folder/177_1.png,177,3.0,0.0
https://anonymouslink/folder/17_1.png,https://anonymouslink/folder/17_2.png,https://anonymouslink/folder/17_1.png,https://anonymouslink/folder/17_2.png,17,1.0,0.0
https://anonymouslink/folder/181_1.png,https://anonymouslink/folder/181_2.png,https://anonymouslink/folder/181_1.png,https://anonymouslink/folder/181_2.png,181,2.0,0.0
https://anonymouslink/folder/182_1.png,https://anonymouslink/folder/182_2.png,https://anonymouslink/folder/182_1.png,https://anonymouslink/folder/182_2.png,182,2.0,0.0
https://anonymouslink/folder/183_1.png,https://anonymouslink/folder/183_2.png,https://anonymouslink/folder/183_2.png,https://anonymouslink/folder/183_1.png,183,2.0,0.0
https://anonymouslink/folder/184_1.png,https://anonymouslink/folder/184_2.png,https://anonymouslink/folder/184_2.png,https://anonymouslink/folder/184_1.png,184,2.0,0.0
https://anonymouslink/folder/185_1.png,https://anonymouslink/folder/185_2.png,https://anonymouslink/folder/185_2.png,https://anonymouslink/folder/185_1.png,185,2.0,0.0
https://anonymouslink/folder/188_1.png,https://anonymouslink/folder/188_2.png,https://anonymouslink/folder/188_1.png,https://anonymouslink/folder/188_2.png,188,2.0,0.0
https://anonymouslink/folder/189_1.png,https://anonymouslink/folder/189_2.png,https://anonymouslink/folder/189_2.png,https://anonymouslink/folder/189_1.png,189,1.0,0.0
https://anonymouslink/folder/18_1.png,https://anonymouslink/folder/18_2.png,https://anonymouslink/folder/18_2.png,https://anonymouslink/folder/18_1.png,18,1.0,0.0
https://anonymouslink/folder/190_1.png,https://anonymouslink/folder/190_2.png,https://anonymouslink/folder/190_2.png,https://anonymouslink/folder/190_1.png,190,1.0,0.0
https://anonymouslink/folder/191_1.png,https://anonymouslink/folder/191_2.png,https://anonymouslink/folder/191_2.png,https://anonymouslink/folder/191_1.png,191,1.0,0.0
https://anonymouslink/folder/192_1.png,https://anonymouslink/folder/192_2.png,https://anonymouslink/folder/192_2.png,https://anonymouslink/folder/192_1.png,192,1.0,0.0
https://anonymouslink/folder/193_1.png,https://anonymouslink/folder/193_2.png,https://anonymouslink/folder/193_2.png,https://anonymouslink/folder/193_1.png,193,1.0,0.0
https://anonymouslink/folder/194_1.png,https://anonymouslink/folder/194_2.png,https://anonymouslink/folder/194_1.png,https://anonymouslink/folder/194_2.png,194,1.0,0.0
https://anonymouslink/folder/195_1.png,https://anonymouslink/folder/195_2.png,https://anonymouslink/folder/195_1.png,https://anonymouslink/folder/195_2.png,195,1.0,0.0
https://anonymouslink/folder/196_1.png,https://anonymouslink/folder/196_2.png,https://anonymouslink/folder/196_1.png,https://anonymouslink/folder/196_2.png,196,1.0,0.0
https://anonymouslink/folder/197_1.png,https://anonymouslink/folder/197_2.png,https://anonymouslink/folder/197_1.png,https://anonymouslink/folder/197_2.png,197,1.0,0.0
https://anonymouslink/folder/19_1.png,https://anonymouslink/folder/19_2.png,https://anonymouslink/folder/19_1.png,https://anonymouslink/folder/19_2.png,19,1.0,0.0
https://anonymouslink/folder/1_1.png,https://anonymouslink/folder/1_2.png,https://anonymouslink/folder/1_1.png,https://anonymouslink/folder/1_2.png,1,1.0,0.0
https://anonymouslink/folder/200_1.png,https://anonymouslink/folder/200_2.png,https://anonymouslink/folder/200_1.png,https://anonymouslink/folder/200_2.png,200,3.0,0.0
https://anonymouslink/folder/207_1.png,https://anonymouslink/folder/207_2.png,https://anonymouslink/folder/207_2.png,https://anonymouslink/folder/207_1.png,207,3.0,0.0
https://anonymouslink/folder/208_1.png,https://anonymouslink/folder/208_2.png,https://anonymouslink/folder/208_1.png,https://anonymouslink/folder/208_2.png,208,3.0,0.0
https://anonymouslink/folder/209_1.png,https://anonymouslink/folder/209_2.png,https://anonymouslink/folder/209_2.png,https://anonymouslink/folder/209_1.png,209,3.0,0.0
https://anonymouslink/folder/20_1.png,https://anonymouslink/folder/20_2.png,https://anonymouslink/folder/20_2.png,https://anonymouslink/folder/20_1.png,20,1.0,0.0
https://anonymouslink/folder/213_1.png,https://anonymouslink/folder/213_2.png,https://anonymouslink/folder/213_2.png,https://anonymouslink/folder/213_1.png,213,3.0,0.0
https://anonymouslink/folder/215_1.png,https://anonymouslink/folder/215_2.png,https://anonymouslink/folder/215_2.png,https://anonymouslink/folder/215_1.png,215,3.0,0.0
https://anonymouslink/folder/216_1.png,https://anonymouslink/folder/216_2.png,https://anonymouslink/folder/216_2.png,https://anonymouslink/folder/216_1.png,216,3.0,0.0
https://anonymouslink/folder/21_1.png,https://anonymouslink/folder/21_2.png,https://anonymouslink/folder/21_1.png,https://anonymouslink/folder/21_2.png,21,1.0,0.0
https://anonymouslink/folder/223_1.png,https://anonymouslink/folder/223_2.png,https://anonymouslink/folder/223_1.png,https://anonymouslink/folder/223_2.png,223,3.0,0.0
https://anonymouslink/folder/225_1.png,https://anonymouslink/folder/225_2.png,https://anonymouslink/folder/225_2.png,https://anonymouslink/folder/225_1.png,225,2.0,0.0
https://anonymouslink/folder/226_1.png,https://anonymouslink/folder/226_2.png,https://anonymouslink/folder/226_2.png,https://anonymouslink/folder/226_1.png,226,2.0,0.0
https://anonymouslink/folder/227_1.png,https://anonymouslink/folder/227_2.png,https://anonymouslink/folder/227_2.png,https://anonymouslink/folder/227_1.png,227,2.0,0.0
https://anonymouslink/folder/228_1.png,https://anonymouslink/folder/228_2.png,https://anonymouslink/folder/228_1.png,https://anonymouslink/folder/228_2.png,228,2.0,0.0
https://anonymouslink/folder/229_1.png,https://anonymouslink/folder/229_2.png,https://anonymouslink/folder/229_2.png,https://anonymouslink/folder/229_1.png,229,2.0,0.0
https://anonymouslink/folder/22_1.png,https://anonymouslink/folder/22_2.png,https://anonymouslink/folder/22_1.png,https://anonymouslink/folder/22_2.png,22,1.0,0.0
https://anonymouslink/folder/230_1.png,https://anonymouslink/folder/230_2.png,https://anonymouslink/folder/230_1.png,https://anonymouslink/folder/230_2.png,230,2.0,0.0
https://anonymouslink/folder/233_1.png,https://anonymouslink/folder/233_2.png,https://anonymouslink/folder/233_1.png,https://anonymouslink/folder/233_2.png,233,2.0,0.0
https://anonymouslink/folder/234_1.png,https://anonymouslink/folder/234_2.png,https://anonymouslink/folder/234_1.png,https://anonymouslink/folder/234_2.png,234,2.0,0.0
https://anonymouslink/folder/235_1.png,https://anonymouslink/folder/235_2.png,https://anonymouslink/folder/235_2.png,https://anonymouslink/folder/235_1.png,235,2.0,0.0
https://anonymouslink/folder/236_1.png,https://anonymouslink/folder/236_2.png,https://anonymouslink/folder/236_1.png,https://anonymouslink/folder/236_2.png,236,2.0,0.0
https://anonymouslink/folder/237_1.png,https://anonymouslink/folder/237_2.png,https://anonymouslink/folder/237_2.png,https://anonymouslink/folder/237_1.png,237,2.0,0.0
https://anonymouslink/folder/238_1.png,https://anonymouslink/folder/238_2.png,https://anonymouslink/folder/238_1.png,https://anonymouslink/folder/238_2.png,238,2.0,0.0
https://anonymouslink/folder/239_1.png,https://anonymouslink/folder/239_2.png,https://anonymouslink/folder/239_1.png,https://anonymouslink/folder/239_2.png,239,2.0,0.0
https://anonymouslink/folder/23_1.png,https://anonymouslink/folder/23_2.png,https://anonymouslink/folder/23_1.png,https://anonymouslink/folder/23_2.png,23,1.0,0.0
https://anonymouslink/folder/240_1.png,https://anonymouslink/folder/240_2.png,https://anonymouslink/folder/240_1.png,https://anonymouslink/folder/240_2.png,240,2.0,0.0
https://anonymouslink/folder/241_1.png,https://anonymouslink/folder/241_2.png,https://anonymouslink/folder/241_2.png,https://anonymouslink/folder/241_1.png,241,2.0,0.0
https://anonymouslink/folder/242_1.png,https://anonymouslink/folder/242_2.png,https://anonymouslink/folder/242_1.png,https://anonymouslink/folder/242_2.png,242,2.0,0.0
https://anonymouslink/folder/243_1.png,https://anonymouslink/folder/243_2.png,https://anonymouslink/folder/243_2.png,https://anonymouslink/folder/243_1.png,243,1.0,0.0
https://anonymouslink/folder/244_1.png,https://anonymouslink/folder/244_2.png,https://anonymouslink/folder/244_2.png,https://anonymouslink/folder/244_1.png,244,1.0,0.0
https://anonymouslink/folder/245_1.png,https://anonymouslink/folder/245_2.png,https://anonymouslink/folder/245_1.png,https://anonymouslink/folder/245_2.png,245,1.0,0.0
https://anonymouslink/folder/246_1.png,https://anonymouslink/folder/246_2.png,https://anonymouslink/folder/246_1.png,https://anonymouslink/folder/246_2.png,246,1.0,0.0
https://anonymouslink/folder/247_1.png,https://anonymouslink/folder/247_2.png,https://anonymouslink/folder/247_1.png,https://anonymouslink/folder/247_2.png,247,1.0,0.0
https://anonymouslink/folder/248_1.png,https://anonymouslink/folder/248_2.png,https://anonymouslink/folder/248_1.png,https://anonymouslink/folder/248_2.png,248,1.0,0.0
https://anonymouslink/folder/249_1.png,https://anonymouslink/folder/249_2.png,https://anonymouslink/folder/249_2.png,https://anonymouslink/folder/249_1.png,249,1.0,0.0
https://anonymouslink/folder/24_1.png,https://anonymouslink/folder/24_2.png,https://anonymouslink/folder/24_1.png,https://anonymouslink/folder/24_2.png,24,1.0,0.0
https://anonymouslink/folder/250_1.png,https://anonymouslink/folder/250_2.png,https://anonymouslink/folder/250_2.png,https://anonymouslink/folder/250_1.png,250,1.0,0.0
https://anonymouslink/folder/251_1.png,https://anonymouslink/folder/251_2.png,https://anonymouslink/folder/251_2.png,https://anonymouslink/folder/251_1.png,251,1.0,0.0
https://anonymouslink/folder/252_1.png,https://anonymouslink/folder/252_2.png,https://anonymouslink/folder/252_2.png,https://anonymouslink/folder/252_1.png,252,1.0,0.0
https://anonymouslink/folder/253_1.png,https://anonymouslink/folder/253_2.png,https://anonymouslink/folder/253_2.png,https://anonymouslink/folder/253_1.png,253,1.0,0.0
https://anonymouslink/folder/254_1.png,https://anonymouslink/folder/254_2.png,https://anonymouslink/folder/254_2.png,https://anonymouslink/folder/254_1.png,254,1.0,0.0
https://anonymouslink/folder/255_1.png,https://anonymouslink/folder/255_2.png,https://anonymouslink/folder/255_2.png,https://anonymouslink/folder/255_1.png,255,1.0,0.0
https://anonymouslink/folder/256_1.png,https://anonymouslink/folder/256_2.png,https://anonymouslink/folder/256_1.png,https://anonymouslink/folder/256_2.png,256,1.0,0.0
https://anonymouslink/folder/257_1.png,https://anonymouslink/folder/257_2.png,https://anonymouslink/folder/257_1.png,https://anonymouslink/folder/257_2.png,257,1.0,0.0
https://anonymouslink/folder/258_1.png,https://anonymouslink/folder/258_2.png,https://anonymouslink/folder/258_1.png,https://anonymouslink/folder/258_2.png,258,1.0,0.0
https://anonymouslink/folder/259_1.png,https://anonymouslink/folder/259_2.png,https://anonymouslink/folder/259_1.png,https://anonymouslink/folder/259_2.png,259,1.0,0.0
https://anonymouslink/folder/25_1.png,https://anonymouslink/folder/25_2.png,https://anonymouslink/folder/25_1.png,https://anonymouslink/folder/25_2.png,25,1.0,0.0
https://anonymouslink/folder/260_1.png,https://anonymouslink/folder/260_2.png,https://anonymouslink/folder/260_1.png,https://anonymouslink/folder/260_2.png,260,1.0,0.0
https://anonymouslink/folder/261_1.png,https://anonymouslink/folder/261_2.png,https://anonymouslink/folder/261_2.png,https://anonymouslink/folder/261_1.png,261,1.0,0.0
https://anonymouslink/folder/262_1.png,https://anonymouslink/folder/262_2.png,https://anonymouslink/folder/262_2.png,https://anonymouslink/folder/262_1.png,262,1.0,0.0
https://anonymouslink/folder/263_1.png,https://anonymouslink/folder/263_2.png,https://anonymouslink/folder/263_2.png,https://anonymouslink/folder/263_1.png,263,1.0,0.0
https://anonymouslink/folder/264_1.png,https://anonymouslink/folder/264_2.png,https://anonymouslink/folder/264_2.png,https://anonymouslink/folder/264_1.png,264,1.0,0.0
https://anonymouslink/folder/265_1.png,https://anonymouslink/folder/265_2.png,https://anonymouslink/folder/265_1.png,https://anonymouslink/folder/265_2.png,265,1.0,0.0
https://anonymouslink/folder/266_1.png,https://anonymouslink/folder/266_2.png,https://anonymouslink/folder/266_1.png,https://anonymouslink/folder/266_2.png,266,1.0,0.0
https://anonymouslink/folder/267_1.png,https://anonymouslink/folder/267_2.png,https://anonymouslink/folder/267_2.png,https://anonymouslink/folder/267_1.png,267,1.0,0.0
https://anonymouslink/folder/268_1.png,https://anonymouslink/folder/268_2.png,https://anonymouslink/folder/268_2.png,https://anonymouslink/folder/268_1.png,268,1.0,0.0
https://anonymouslink/folder/269_1.png,https://anonymouslink/folder/269_2.png,https://anonymouslink/folder/269_2.png,https://anonymouslink/folder/269_1.png,269,1.0,0.0
https://anonymouslink/folder/26_1.png,https://anonymouslink/folder/26_2.png,https://anonymouslink/folder/26_1.png,https://anonymouslink/folder/26_2.png,26,1.0,0.0
https://anonymouslink/folder/270_1.png,https://anonymouslink/folder/270_2.png,https://anonymouslink/folder/270_2.png,https://anonymouslink/folder/270_1.png,270,2.0,0.0
https://anonymouslink/folder/271_1.png,https://anonymouslink/folder/271_2.png,https://anonymouslink/folder/271_1.png,https://anonymouslink/folder/271_2.png,271,2.0,0.0
https://anonymouslink/folder/274_1.png,https://anonymouslink/folder/274_2.png,https://anonymouslink/folder/274_2.png,https://anonymouslink/folder/274_1.png,274,2.0,0.0
https://anonymouslink/folder/275_1.png,https://anonymouslink/folder/275_2.png,https://anonymouslink/folder/275_2.png,https://anonymouslink/folder/275_1.png,275,2.0,0.0
https://anonymouslink/folder/277_1.png,https://anonymouslink/folder/277_2.png,https://anonymouslink/folder/277_1.png,https://anonymouslink/folder/277_2.png,277,2.0,0.0
https://anonymouslink/folder/278_1.png,https://anonymouslink/folder/278_2.png,https://anonymouslink/folder/278_1.png,https://anonymouslink/folder/278_2.png,278,2.0,0.0
https://anonymouslink/folder/279_1.png,https://anonymouslink/folder/279_2.png,https://anonymouslink/folder/279_2.png,https://anonymouslink/folder/279_1.png,279,1.0,0.0
https://anonymouslink/folder/280_1.png,https://anonymouslink/folder/280_2.png,https://anonymouslink/folder/280_2.png,https://anonymouslink/folder/280_1.png,280,1.0,0.0
https://anonymouslink/folder/281_1.png,https://anonymouslink/folder/281_2.png,https://anonymouslink/folder/281_2.png,https://anonymouslink/folder/281_1.png,281,1.0,0.0
https://anonymouslink/folder/282_1.png,https://anonymouslink/folder/282_2.png,https://anonymouslink/folder/282_1.png,https://anonymouslink/folder/282_2.png,282,1.0,0.0
https://anonymouslink/folder/283_1.png,https://anonymouslink/folder/283_2.png,https://anonymouslink/folder/283_2.png,https://anonymouslink/folder/283_1.png,283,1.0,0.0
https://anonymouslink/folder/284_1.png,https://anonymouslink/folder/284_2.png,https://anonymouslink/folder/284_1.png,https://anonymouslink/folder/284_2.png,284,1.0,0.0
https://anonymouslink/folder/285_1.png,https://anonymouslink/folder/285_2.png,https://anonymouslink/folder/285_2.png,https://anonymouslink/folder/285_1.png,285,1.0,0.0
https://anonymouslink/folder/286_1.png,https://anonymouslink/folder/286_2.png,https://anonymouslink/folder/286_2.png,https://anonymouslink/folder/286_1.png,286,1.0,0.0
https://anonymouslink/folder/287_1.png,https://anonymouslink/folder/287_2.png,https://anonymouslink/folder/287_1.png,https://anonymouslink/folder/287_2.png,287,1.0,0.0
https://anonymouslink/folder/289_1.png,https://anonymouslink/folder/289_2.png,https://anonymouslink/folder/289_2.png,https://anonymouslink/folder/289_1.png,289,3.0,0.0
https://anonymouslink/folder/290_1.png,https://anonymouslink/folder/290_2.png,https://anonymouslink/folder/290_1.png,https://anonymouslink/folder/290_2.png,290,3.0,0.0
https://anonymouslink/folder/293_1.png,https://anonymouslink/folder/293_2.png,https://anonymouslink/folder/293_1.png,https://anonymouslink/folder/293_2.png,293,3.0,0.0
https://anonymouslink/folder/294_1.png,https://anonymouslink/folder/294_2.png,https://anonymouslink/folder/294_1.png,https://anonymouslink/folder/294_2.png,294,3.0,0.0
https://anonymouslink/folder/2_1.png,https://anonymouslink/folder/2_2.png,https://anonymouslink/folder/2_1.png,https://anonymouslink/folder/2_2.png,2,1.0,0.0
https://anonymouslink/folder/304_1.png,https://anonymouslink/folder/304_2.png,https://anonymouslink/folder/304_1.png,https://anonymouslink/folder/304_2.png,304,2.0,0.0
https://anonymouslink/folder/306_1.png,https://anonymouslink/folder/306_2.png,https://anonymouslink/folder/306_1.png,https://anonymouslink/folder/306_2.png,306,2.0,0.0
https://anonymouslink/folder/309_1.png,https://anonymouslink/folder/309_2.png,https://anonymouslink/folder/309_1.png,https://anonymouslink/folder/309_2.png,309,2.0,0.0
https://anonymouslink/folder/311_1.png,https://anonymouslink/folder/311_2.png,https://anonymouslink/folder/311_2.png,https://anonymouslink/folder/311_1.png,311,2.0,0.0
https://anonymouslink/folder/315_1.png,https://anonymouslink/folder/315_2.png,https://anonymouslink/folder/315_1.png,https://anonymouslink/folder/315_2.png,315,1.0,0.0
https://anonymouslink/folder/316_1.png,https://anonymouslink/folder/316_2.png,https://anonymouslink/folder/316_2.png,https://anonymouslink/folder/316_1.png,316,1.0,0.0
https://anonymouslink/folder/317_1.png,https://anonymouslink/folder/317_2.png,https://anonymouslink/folder/317_2.png,https://anonymouslink/folder/317_1.png,317,1.0,0.0
https://anonymouslink/folder/318_1.png,https://anonymouslink/folder/318_2.png,https://anonymouslink/folder/318_1.png,https://anonymouslink/folder/318_2.png,318,1.0,0.0
https://anonymouslink/folder/319_1.png,https://anonymouslink/folder/319_2.png,https://anonymouslink/folder/319_2.png,https://anonymouslink/folder/319_1.png,319,1.0,0.0
https://anonymouslink/folder/320_1.png,https://anonymouslink/folder/320_2.png,https://anonymouslink/folder/320_2.png,https://anonymouslink/folder/320_1.png,320,1.0,0.0
https://anonymouslink/folder/321_1.png,https://anonymouslink/folder/321_2.png,https://anonymouslink/folder/321_2.png,https://anonymouslink/folder/321_1.png,321,1.0,0.0
https://anonymouslink/folder/322_1.png,https://anonymouslink/folder/322_2.png,https://anonymouslink/folder/322_1.png,https://anonymouslink/folder/322_2.png,322,1.0,0.0
https://anonymouslink/folder/323_1.png,https://anonymouslink/folder/323_2.png,https://anonymouslink/folder/323_1.png,https://anonymouslink/folder/323_2.png,323,1.0,0.0
https://anonymouslink/folder/333_1.png,https://anonymouslink/folder/333_2.png,https://anonymouslink/folder/333_2.png,https://anonymouslink/folder/333_1.png,333,3.0,0.0
https://anonymouslink/folder/334_1.png,https://anonymouslink/folder/334_2.png,https://anonymouslink/folder/334_1.png,https://anonymouslink/folder/334_2.png,334,3.0,0.0
